Title,Language,Release_Date,Genres,Runtime,Director,Lead_Actors,IMDb_Rating,BMS_Rating,Avg_Rating
Simon Daniel,Malayalam,19/08/22,"Mystery, Adventure, Thriller",122,Sajan Antony,"Vineeth Kumar, Divya Pillai",5.6,5.1,5.35
Mahaveeryar,Malayalam,21/07/22,"Fantasy, Time-travel, Courtroom",140,Abrid Shine,"Nivin Pauly, Asif Ali, Shanvi Srivastava",6.1,5.8,5.95
Jack N Jill,Malayalam,20/05/22,"Sci-Fi, Action, Comedy",125,Santosh Sivan,"Manju Warrier, Kalidas Jayaram, Indrans",1.5,1.3,1.4
,,,,,,,,,
RRR,Telugu,25/03/22,"Action, Drama, Historical",187,S. S. Rajamouli,"N. T. Rama Rao Jr., Ram Charan, Alia Bhatt, Ajay Devgn",7.8,7.2,7.5
Sita Ramam,Telugu,05/08/22,"Drama, Romance, War",163,Hanu Raghavapudi,"Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna",8.5,8.3,8.4
Tapana,Telugu,11/11/22,"Drama, Romance",96,Lakshmi Reddy,"Aamani, Gopi, Sree Ram",7,6.7,6.85
HIT: The 2nd Case,Telugu,02/12/22,"Crime, Thriller",150,Sailesh Kolanu,"Adivi Sesh, Meenakshi Chaudhary",7.2,7.1,7.15
Ladki: Enter the Girl Dragon,Telugu,15/07/22,"Action, Drama, Martial Arts",122,Ram Gopal Varma,"Pooja Bhalekar, Abhimanyu Singh",3.7,3.1,3.4
Odela Railway Station,Telugu,26/08/22,"Crime, Thriller, Mystery",91,Ashok Teja,"Hebah Patel, Pujita Ponnada, Vasishta N. Simha",5.4,5.8,5.6
Masooda,Telugu,18/11/22,"Horror, Thriller",160,Sai Kiran,"Sangeetha, Thiruveer, Kavya Kalyanram",7.2,6.9,7.05
Ante Sundharaniki,Telugu,10/06/22,"Comedy, Drama, Romance",173,Vivek Athreya,"Nani, Nazriya Nazim",7.6,7.7,7.65
Kotha Kothaga,Telugu,26/08/22,"Romance, Drama",120,Hanumaan Vasamsetty,"Ajay Aman, Virti Vaghani",7.1,7.5,7.3
Ranga Ranga Vaibhavanga,Telugu,02/09/22,"Drama, Romance, Family",122,Gireeshaaya,"Vaisshnav Tej, Ketika Sharma",5.4,5.9,5.65
Ammu,Telugu,19/10/22,"Drama, Mystery, Thriller",136,Charukesh Sekar,"Aishwarya Lekshmi, Naveen Chandra, Bobby Simha",6.7,6.4,6.55
Sarkaru Vaari Paata,Telugu,12/05/22,"Action, Drama, Comedy",162,Parasuram Petla,"Mahesh Babu, Keerthy Suresh, Samuthirakani",5.6,5.6,5.6
Yashoda,Telugu,11/11/22,"Action, Sci‚ÄëFi, Mystery, Thriller",135,Hari‚ÄìHarish,"Samantha Ruth Prabhu, Unni Mukundan, Varalaxmi Sarathkumar",6.5,6,6.25
18 Pages,Telugu,23/12/22,Romantic Comedy-Thriller,133,Palnati Surya Pratap,"Nikhil Siddharth, Anupama Parameswaran",7.1,7.7,7.4
Mishan Impossible,Telugu,01/04/22,"Action, Comedy, Thriller",134,Swaroop R. S. J.,"Taapsee Pannu, Harsh Roshan, Bhannu Prakshan, Jayateertha Molugu",6.4,7,6.7
Karthikeya 2,Telugu,13/08/22,"Adventure, Mystery, Thriller, Action",150,Chandoo Mondeti,"Nikhil Siddharth, Anupama Parameswaran",7.8,7.3,7.55
Godfather,Telugu,05/10/22,"Action, Drama, Political Thriller",157,Mohan Raja,"Chiranjeevi, Nayanthara, Satya Dev, Salman Khan (cameo)",5.1,5.6,5.35
F3: Fun and Frustration,Telugu,27/05/22,"Comedy, Family, Romantic Comedy",148,Anil Ravipudi,"Venkatesh, Varun Tej, Tamannaah, Mehreen Pirzada",4.7,4.8,4.75
Rajahmundry Rose Milk,Telugu,,"Romantic, Teen Drama",,Naani Bandreddi,"Jai Jasti, Ananthika Sanilkumar, Vennela Kishore",9.5,9.9,9.7
#69 Samskar Colony,Telugu,18/03/22,"Romantic, Social Drama",126,P. Suneel Kumar Reddy,"Ester Noronha, Rishwi Thimmaraju, Silpa Nayak, FM Babai",6.2,6.3,6.25
BFH (Boyfriend for Hire),Telugu,14/10/22,"Romantic Comedy, Drama",122,Santosh Kambhampati,"Viswant Duddumpudi, Malavika Satheesan",6.7,6.7,6.7
The Ghost,Telugu,05/10/22,"Action, Thriller",138,Praveen Sattaru,"Nagarjuna Akkineni, Sonal Chauhan",5.1,5.4,5.25
Bheemla Nayak,Telugu,25/02/22,"Action, Drama",130,Saagar K Chandra,"Pawan Kalyan, Rana Daggubati, Nithya Menen",6.2,6.7,6.45
DJ Tillu,Telugu,12/02/22,"Comedy, Romance, Thriller",121,Vimal Krishna,"Siddhu Jonnalagadda, Neha Shetty",7.2,6.9,7.05
Khiladi,Telugu,11/02/22,"Action, Thriller",154,Ramesh Varma,"Ravi Teja, Meenakshi Chaudhary, Dimple Hayathi",5.2,4.7,4.95
Dhamaka,Telugu,23/12/22,"Action, Comedy, Drama",144,Trinadha Rao Nakkina,"Ravi Teja, Sree Leela",6.1,6.3,6.2
Prince,Telugu,21/10/22,"Romantic Comedy, Drama",143,Anudeep KV,"Sivakarthikeyan, Maria Ryaboshapka, Sathyaraj, Premgi Amaren",4.5,4.9,4.7
Macherla Niyojakavargam,Telugu,12/08/22,"Action, Political Drama",159,M. S. Rajashekhar Reddy,"Nithiin, Krithi Shetty, Samuthirakani",4.5,4,4.25
Hero,Telugu,15/01/22,"Action, Romantic Thriller",132,Sriram Adittya,"Ashok Galla, Nidhhi Agerwal",5.7,6.1,5.9
Virata Parvam,Telugu,17/06/22,"Drama, Romance, Political Thriller",151,Venu Udugula,"Rana Daggubati, Sai Pallavi",6.6,7,6.8
Acharya,Telugu,29/04/22,"Action, Drama, Political Thriller",152,Koratala Siva,"Chiranjeevi, Ram Charan, Pooja Hegde, Sonu Sood",3.8,3.3,3.55
Commitment,Telugu,19/08/22,"Romance, Drama, Anthology",160,Lakshmikanth Chenna,"Tejaswi Madivada, Anveshi Jain, Amit Tiwari, Simar Singh",7.9,7.4,7.65
Thaggedhe Le,Telugu,04/11/22,"Crime, Thriller, Action",128,Srinivas Raju,"Naveen Chandra, Divya Pillai, Ananya Raj, Makrand Deshpande, P. Ravi Shankar",5.9,5.4,5.65
Aadavaallu Meeku Johaarlu,Telugu,04/03/22,"Romantic Comedy, Family Drama",139,Kishore Tirumala,"Sharwanand, Rashmika Mandanna, Radhika Sarathkumar",5.9,6,5.95
Mukhachitram,Telugu,09/12/22,"Courtroom Drama, Psychological Thriller",126,Gangadhar,"Vishwak Sen, Vikas Vasistha, Ayesha Khan, Priya Vadlamani, Chaitanya Rao",6.4,6.6,6.5
Bloody Mary,Telugu,15/04/22,"Crime, Thriller, Drama",91,Chandoo Mondeti,"Nivetha Pethuraj, Ajay, Kireeti, Rajkumar Kasireddy",6,6.2,6.1
Mangalyam,Telugu,11/11/22,"Action, Romantic Drama",120,Bandi Saroj Kumar,"Himansee Katragadda, Bandi Saroj Kumar",7.9,8,7.95
Driver Jamuna,Telugu,30/12/22,"Thriller, Action, Drama",104,P. Kinslin,"Aishwarya Rajesh, Aadukalam Naren",5.5,5.2,5.35
Bimbisara,Telugu,05/08/22,"Fantasy, Action, Historical",146,Mallidi Vassishta,"Nandamuri Kalyan Ram, Catherine Tresa, Samyuktha Menon",6.8,6.9,6.85
Rowdy Boys,Telugu,14/01/22,"Romantic Drama, Action",145,Sree Harsha Konuganti,"Ashish Reddy, Anupama Parameswaran",5.2,5.7,5.45
The Warriorr,Telugu,14/07/22,"Action, Crime, Drama",155,N. Lingusamy,"Ram Pothineni, Krithi Shetty, Aadhi Pinisetty",4.8,5.3,5.05
Rama Rao on Duty,Telugu,29/07/22,"Action, Thriller",146,Sarath Mandava,"Ravi Teja, Rajisha Vijayan, Divyansha Kaushik",5.1,4.5,4.8
Dorakuna Ituvanti Seva,Telugu,04/11/22,"Crime, Drama, Thriller",114,Kishore,"Vijay Krishna, Pragna Sri, Chatrapathi Sekhar",8.3,7.8,8.05
Bangarraju,Telugu,14/01/22,"Fantasy, Drama, Family",150,Kalyan Krishna Kurasala,"Nagarjuna Akkineni, Naga Chaitanya, Ramya Krishnan",5.5,5.8,5.65
Krishna Vrinda Vihari,Telugu,23/09/22,"Romantic Comedy, Family",139,Anish R Krishna,"Naga Shaurya, Shirley Setia, Radhika Sarathkumar",5.8,5.4,5.6
Ashoka Vanamlo Arjuna Kalyanam,Telugu,06/05/22,"Romantic Comedy, Family Drama",149,Vidya Sagar Chinta,"Vishwak Sen, Rukshar Dhillon, Ritika Nayak",7.4,6.9,7.15
Intinti Ramayanam,Telugu,09/06/22,"Family Drama, Comedy",122,Suresh Naredla,"Naresh, Rahul Ramakrishna, Navya Swamy",6.8,7,6.9
Nathicharami,Telugu,28/10/22,"Romantic Drama, Thriller",95,Nagu Gavara,"Arvind Krishna, Poonam Kaur",7.5,7.2,7.35
Ori Devuda,Telugu,21/10/22,"Fantasy, Romantic Comedy",143,Ashwath Marimuthu,"Vishwak Sen, Mithila Palkar, Asha Bhat, Venkatesh Daggubati",7.1,7.1,7.1
Saakini Daakini,Telugu,16/09/22,"Action, Comedy, Thriller",115,Sudheer Varma,"Regina Cassandra, Nivetha Thomas",6,6.2,6.1
Kanam,Telugu,09/09/22,"Sci-Fi, Drama, Emotional Thriller",160,Shree Karthick,"Sharwanand, Ritu Varma, Amala Akkineni",7.8,7.3,7.55
Godse,Telugu,17/06/22,"Action, Political Thriller",145,Gopiganesh Pattabhi,"Satyadev Kancharana, Aishwarya Lekshmi",5.7,6,5.85
First Day First Show,Telugu,02/09/22,"Romantic Comedy, Youth Drama",119,"Vamsidhar Goud, Lakshminarayana Puttamchetty","Srikanth Reddy, Sanchita Bashu",4.9,4.4,4.65
Aasha Encounter,Telugu,01/01/22,"Crime, Drama, Based on True Events",83,Anand Chandra,"Sonia Akula, Srikanth Iyengar, Praveen",7.3,7.2,7.25
BhamaKalapam,Telugu,11/02/22,"Crime, Comedy, Drama",135,Abhimanyu Tadimeti,"Priyamani, John Vijay, Sharanya Pradeep",6.3,6.3,6.3
Thank You,Telugu,22/07/22,"Drama, Romance",126,Vikram Kumar,"Naga Chaitanya, Raashii Khanna, Malavika Nair",6,5.4,5.7
Swathi Muthyam,Telugu,05/10/22,"Romantic Comedy, Family",122,Lakshman K Krishna,"Bellamkonda Ganesh Babu, Varsha Bollamma",6.7,6.1,6.4
Korameenu,Telugu,31/12/22,"Action, Drama, Romance",124,Sripathy Karri,"Anand Ravi, Harish Uthaman, Kishori Dhatrak",6.9,7.3,7.1
Darja,Telugu,22/07/22,"Action, Crime, Drama",130,Saleem Malik,"Sunil, Anasuya Bharadwaj",6.3,6.8,6.55
Atithi Devobhava,Telugu,07/01/22,"Romance, Drama, Psychological",133,Polimera Nageshawar,"Aadi Sai Kumar, Nuveksha",5.6,5.3,5.45
Clue,Telugu,01/07/22,"Socio-Fantasy, Thriller, Adventure",111,Karunakar A,"Raja Ravindra, Sayaji Shinde, Madhu Nambiar, Sabina Jasmin, Sanjana Naidu",7.2,7.1,7.15
Induvadana,Telugu,01/01/22,"Romantic Thriller, Drama",125,M.S.R.,"Varun Sandesh, Farnaz Shetty",4.4,5,4.7
Highway,Telugu,19/08/22,"Crime, Thriller, Mystery",120,K.V. Guhan,"Anand Deverakonda, Manasa Radhakrishnan",4,4.1,4.05
Kerosene,Telugu,17/06/22,"Crime Thriller, Investigative",120,Sai Ram Challa,"Dhruva, Brahmaji, Preethi Sharma",7.4,8,7.7
Gully Gang,Telugu,05/08/22,"Romantic, Drama, Real Life Inspired",100,Yuvaraj Ponnala,"Prajwal Yadma, Bhanu Teja, Meesala Lakshman, Anil Inamadugu",6.6,6.1,6.35
Butterfly,Telugu,29/12/22,"Crime, Mystery, Thriller",107,Ghanta Satish Babu,"Anupama Parameswaran, Nihal Kodhaty",4.7,5.2,4.95
Cheppalani Undhi,Telugu,09/12/22,"Sci-Fi, Comedy, Drama",142,Arun Barathi L,"Yash Puri, Stefy Patel, Tanikella Bharani",5.4,5.9,5.65
Good Luck Sakhi,Telugu,28/01/22,"Sports Drama, Comedy, Romance",130,Nagesh Kukunoor,"Keerthy Suresh, Aadhi Pinisetty, Jagapathi Babu",5.3,5.3,5.3
Pakka Commercial,Telugu,01/07/22,"Action, Comedy, Courtroom Drama",152,Maruthi,"Gopichand, Raashi Khanna, Sathyaraj",4.2,4.5,4.35
Bhala Thandanana,Telugu,06/05/22,"Crime, Thriller, Action",134,Chaitanya Dantuluri,"Sree Vishnu, Catherine Tresa",5.3,5.2,5.25
,,,,,,,,,
K.G.F: Chapter 2,Kannada,14/04/22,"Action, Period, Thriller",166,Prashanth Neel,"Yash, Sanjay Dutt, Srinidhi Shetty, Raveena Tandon, Prakash Raj (Wikipedia, BookMyShow, JH Movie Collection)",8.2,8.7,8.45
777 Charlie,Kannada,10/06/22,"Adventure, Comedy‚ÄëDrama",164,Kiranraj K,"Rakshit Shetty, Charlie (dog), Sangeetha Sringeri, Raj B. Shetty",8.7,8.8,8.75
Kantara,Kannada,30/09/22,"Adventure, Drama, Thriller",150,Rishab Shetty,"Rishab Shetty, Achyuth Kumar, Sapthami Gowda, Pramod Shetty",8.2,8.1,8.15
Garuda,Kannada,20/05/22,"Action, Drama, Thriller",142,Dhana Kumar K,"Siddharth Mahesh, Srinagar Kitty, Aindrita Ray, Ashika Ranganath",6.5,6.5,6.5
Vikrant Rona,Kannada,28/07/22,"Action, Mystery, Thriller",147,Anup Bhandari,"Sudeep, Nirup Bhandari, Neetha Ashok, Jacqueline Fernandez",6.9,6.3,6.6
James,Kannada,17/03/22,"Action, Thriller",149,Chethan Kumar,"Puneeth Rajkumar, Priya Anand",7.3,7.4,7.35
By Two Love,Kannada,18/02/22,"Romantic Comedy, Drama",,Hari Santhosh,"Dhanveerah, Sreeleela",4.8,5.1,4.95
Dheeran,Kannada,27/05/22,"Action, Drama, Thriller",,Swamy Y¬†B¬†N,"Swamy YBN, Laksha Shetty, Pramod Shetty",8.5,8.5,8.5
Love Mocktail 2,Kannada,11/02/22,Romantic Drama,,Darling Krishna,"Darling Krishna, Milana Nagaraj, Rachel David",7.4,7.2,7.3
Vedha,Kannada,23/12/22,"Action, Drama, Revenge Thriller",156,A. Harsha,"Shiva Rajkumar, Ganavi Laxman, Aditi Sagar",6.7,6.7,6.7
Banaras,Kannada,04/11/22,"Mystery, Romance",160,Jayatheertha,"Zaid Khan, Sonal Monteiro, Sujay Shastry, Devaraj",6.3,6,6.15
Dr.‚56,Kannada,14/10/22,"Crime, Mystery, Thriller",,Rakesh Kadri¬≥,"Priyamani, Kiran Srinivas, Nagendra Prasad",6.8,6.5,6.65
Monsoon‚Raaga,Kannada,10/06/22,Romantic Drama,135,S.S.‚Nagendra Babu,"Dhananjaya, Rachita‚Ram",7.1,7.5,7.3
Gaalipata‚2,Kannada,28/07/22,"Romantic Comedy, Drama",151,Yogaraj‚Bhat,"Ganesh, Diganth, Pawan‚Kumar",6,5.8,5.9
One‚Cut‚Two‚Cut,Kannada,03/02/22,"Comedy, Satire",89,Vamsidhar Bhogaraju‚Å¥,"Danish Sait, Prakash Belawadi",4.6,4.8,4.7
Thothapuri: Chapter 1,Kannada,30/09/22,Romantic Comedy,111,Vijaya Prasad,"Jaggesh, Aditi Prabhudeva, Dhananjay, Suman Ranganathan",4.6,4.1,4.35
Avatar Purusha,Kannada,06/05/22,Supernatural Comedy Thriller,129,Suni,"Sharan, Ashika Ranganath, P.‚Sai Kumar, Srinagar‚Kitty",6.3,6.6,6.45
Chase in the Dark,Kannada,,Crime Thriller,143,Vilok‚Shetty,"Radhika Narayan, Avinash S.‚Divakar",7.6,7.5,7.55
Yellow Gangs,Kannada,,Crime Drama Thriller,133,R.‚Parameshwarappa,"Archana Kottige, Dev Devaiah, Bala Rajwadi",7.1,7.7,7.4
Tootu Madike,Kannada,,"Comedy, Mystery, Thriller",130,Chandra‚Keerthi M,"Pramod Shetty, Chandra Keerthi, Paavana Gowda",7,7.4,7.2
Head Bush,Kannada,21/10/22,"Crime, Drama, Biography, Action",138,Shoonya,"Dhananjaya, Payal Rajput, V.‚Ravichandran, Devaraj",6,6.1,6.05
Hope,Kannada,08/07/22,Legal Drama,141,Ambarish M,"Shwetha Srivatsav, Sumalatha Ambareesh, Pramod Shetty, Prakash Belavadi",7.3,7.2,7.25
Petromax,Kannada,15/07/22,Comedy Drama,134,Vijaya Prasad,"Sathish Ninasam, Hariprriya, Karunya Ram",5,5.4,5.2
Shivamma,Kannada,,Drama,107,Jaishankar Aryar,"Sharanamma Chetti, Chennamma Abbegere",7.6,8,7.8
Thurthu Nirgamana,Kannada,24/06/22,"Fantasy Drama, Time‚ÄëLoop Thriller",137,Hemanth Kumar L,"Sunil Raoh, Samyuktha Hegde, Sudharani",7.1,6.6,6.85
Tanuja,Kannada,01/02/22,Biographical Drama,110,Harish M.D. Halli,Saptha Pavoor,8.1,8.2,8.15
Wedding Gift,Kannada,08/07/22,"Thriller, Drama",139,Vikram Prabhu,"Nishan Nanaiah, Sonu Gowda, Prema",8.4,8.7,8.55
Bhavachitra,Kannada,18/02/22,"Mystery, Thriller",146,Girish Kumar B,"Chakravarthy Reddy, Ganavi Laxman, Avinash Yelandur",8,8.5,8.25
Ravi Bopanna,Kannada,12/08/22,"Drama, Thriller",120,V. Ravichandran,"V. Ravichandran, Kichcha Sudeepa, Ramya Krishnan",3.4,3.6,3.5
Kshamisi Nimma Khaatheyalli Hanavilla,Kannada,29/04/22,"Comedy, Drama",119,Vinayaka Kodsara,"Diganth, Aindrita Ray, Ranjani Raghavan",5.9,5.8,5.85
Blank,Kannada,25/02/22,"Sci‚ÄëFi, Psychological Thriller",120,SJay,"Krishi Thapanda, Prashanth Siddi, Bharat Hassan",8.6,8,8.3
Wedding Gift,Kannada,08/07/22,"Thriller, Drama",139,Vikram Prabhu,"Nishan Nanaiah, Sonu Gowda, Prema",8.4,8.3,8.35
Bhavachitra,Kannada,18/02/22,"Mystery, Thriller",146,Girish Kumar B,"Chakravarthy Reddy, Ganavi Laxman, Avinash Yelandur",8,7.8,7.9
Ravi Bopanna,Kannada,12/08/22,"Drama, Thriller",120,V. Ravichandran,"V. Ravichandran, Kichcha Sudeepa, Ramya Krishnan",3.4,3.3,3.35
Kshamisi Nimma Khaatheyalli Hanavilla,Kannada,29/04/22,"Comedy, Drama",119,Vinayaka Kodsara,"Diganth, Aindrita Ray, Ranjani Raghavan",5.9,5.4,5.65
Blank,Kannada,25/02/22,"Sci‚ÄëFi, Psychological Thriller",120,SJay,"Krishi Thapanda, Prashanth Siddi, Bharat Hassan",8.6,8.4,8.5
Buddies,Kannada,24/06/22,"Drama, Thriller",140,Gurutej Shetty,"Kiran Raj, Siri Prahlad, Arvind Bolar",9.4,9.8,9.6
Dhamaka,Kannada,02/09/22,"Action, Thriller",119,Lakshmi Ramesh¬π,"Shivraj K. R. Pete, Nayana, Siddu Moolimani",9,9.1,9.05
Love 360,Kannada,19/08/22,"Romantic, Thriller",133,Shashank,"Praveen Kumar, Rachana Inder",6.8,6.9,6.85
Guru Shishyaru,Kannada,23/09/22,"Sports, Drama",155,Jadesh K. Hampi,"Sharan, Nishvika Naidu, Suresh Heblikar",7.8,7.3,7.55
Prayashaha,Kannada,09/12/22,"Crime, Suspense",127,Ranjith‚Rao,"Rahul Amin, Krishnaa Bhat, Madhu Hegde",6.9,6.6,6.75
Window Seat,Kannada,01/07/22,"Romantic, Suspense, Thriller",135,Sheetal Shetty,"Nirup Bhandari, Sanjana Anand, Amrutha Iyengar",6.3,6.5,6.4
Sri Ranga,Kannada,22/07/22,Drama,98,Venkat Bharadwaj,"Rachana Rai, Naveen Shenoy, Yamuna Srinidhi",4.9,5.5,5.2
Made in Bengaluru,Kannada,30/12/22,Drama,169,B. Suresha,"Nikhil Kumar, Ashwini Prakash",6.6,7.1,6.85
Taledanda,Kannada,01/04/22,Drama,132,Praveen Krupakar,Sanchari Vijay,8.3,7.8,8.05
10,Kannada,16/12/22,"Sports, Drama",126,Karm Chawla,"Vinod Kumar, Roshni Prakash",7,6.7,6.85
Wheel Chair Romeo,Kannada,27/05/22,Comedy,147,Nataraj G.,"Ram Chethan, Mayuri Kyatari",7.9,8.2,8.05
Saddu Vicharane Nadeyuttide,Kannada,25/11/22,"Drama, Suspense, Thriller",139,Bhaskar R,"Prithviraj, Paavana Gowda",5,5.1,5.05
Man of the Match,Kannada,05/05/22,"Satire, Black Comedy",115,D. Satya Prakash,"Nataraj S. Bhat, Dharmanna Kadur",5.9,6.3,6.1
Fantasy,Kannada,02/09/22,Psychological Thriller,99,Pavan Kumar R,"Anuraag S. Patil, Priyanka Shivanna",5.3,5.2,5.25
Harikathe Alla Girikathe,Kannada,23/06/22,"Comedy, Drama",125,"Karan Ananth, Anirudh Mahesh","Rishab Shetty, Rachana Inder",6.6,6.9,6.75
Bairagee,Kannada,01/07/22,"Action, Drama",135,Vijay Milton,"Shiva Rajkumar, Anjali, Dhananjay",6.4,6.3,6.35
Raana,Kannada,11/11/22,"Action, Thriller",120,Nanda Kishore,"Shreyas Manju, Reeshma Nanaiah",6.7,6.4,6.55
Yellow Board,Kannada,21/10/22,Drama,157,L. Rajesh,"Prakash Thuminad, Dattanna",7.7,7.9,7.8
Abbara,Kannada,15/12/22,Action,148,K Ram Narayan,"Prajwal Devaraj, Rajshri Ponnappa",5.8,6,5.9
Dollu,Kannada,26/08/22,Drama,106,Sagar Puranik,"Karthik Mahesh, Nidhi Hegde",7.2,6.8,7
Rangoli,Tamil,01/09/23,"Drama, Family",130,Vaali Mohan Das,"Hamaresh, Prarthana, Aadukalam Murugadoss",7.2,7.1,7.15
Leo,Tamil,19/10/23,"Action, Crime, Thriller",164,Lokesh Kanagaraj,"Vijay, Trisha Krishnan, Sanjay Dutt, Arjun Sarja",7.2,7.6,7.4
Jailer,Tamil,10/08/23,"Action, Comedy, Crime",168,Nelson Dilipkumar,"Rajinikanth, Ramya Krishnan, Vinayakan",7.1,7,7.05
Por Thozhil,Tamil,09/06/23,"Crime, Thriller",147,Vignesh Raja,"Ashok Selvan, Sarath Kumar, Nikhila Vimal",8,7.9,7.95
Viduthalai: Part 1,Tamil,31/03/23,"Crime, Drama, Thriller",150,Vetrimaaran,"Soori, Vijay Sethupathi",8.2,8.2,8.2
Joe,Tamil,24/11/23,"Drama, Romance",147,Hariharan Ram S,"Rio Raj, Malavika Manoj, Bhavya Trikha",7.4,7.6,7.5
Dada,Tamil,10/02/23,"Drama, Family, Romance",133,Ganesh K Babu,"Kavin, Aparna Das, Bhagyaraj",8.1,7.6,7.85
Ponniyin Selvan: Part Two,Tamil,28/04/23,"Action, Drama, History",164,Mani Ratnam,"Vikram, Aishwarya Rai Bachchan, Jayam Ravi",7.2,7.2,7.2
Route No 17,Tamil,10/03/23,"Thriller, Horror",112,Abhilash G Devan,"Abhilash G Devan, Anju Pavi, Suresh Babu",8.1,7.7,7.9
Parking,Tamil,01/12/23,"Drama, Thriller",127,Ramkumar Balakrishnan,"Harish Kalyan, M. S. Bhaskar, Indhuja Ravichandran",7.8,8.4,8.1
Chithha,Tamil,28/09/23,"Drama, Thriller",140,S.U. Arun Kumar,"Siddharth, Nimisha Sajayan",8.2,8,8.1
Jigarthanda Double X,Tamil,10/11/23,"Action, Comedy, Crime",172,Karthik Subbaraj,"Raghava Lawrence, S. J. Suryah",8,8.2,8.1
Maaveeran,Tamil,14/07/23,"Action, Drama, Fantasy",163,Madonne Ashwin,"Sivakarthikeyan, Aditi Shankar",7.4,7.5,7.45
Iraivan,Tamil,28/09/23,"Action, Crime, Thriller",154,I. Ahmed,"Jayam Ravi, Nayanthara, Rahul Bose",4.7,4.2,4.45
Maamannan,Tamil,29/06/23,"Drama, Political Thriller",157,Mari Selvaraj,"Vadivelu, Udhayanidhi Stalin, Fahadh Faasil, Keerthy Suresh",6.7,6.7,6.7
Kolai,Tamil,21/07/23,"Crime, Thriller",126,Balaji K Kumar,"Vijay Antony, Ritika Singh, Meenakshi Chaudhary",5.3,5.6,5.45
Paramporul,Tamil,01/09/23,"Action, Crime, Thriller",146,C. Aravind Raj,"R. Sarathkumar, Amitash Pradhan, Kashmira Pardeshi",7,7.5,7.25
Good Night,Tamil,12/05/23,"Comedy, Drama, Romance",142,Vinayak Chandrasekaran,"Manikandan, Meetha Raghunath, Ramesh Thilak",7.7,7.3,7.5
Thugs,Tamil,24/02/23,"Action, Crime, Drama",122,Brinda,"Hridhu Haroon, Bobby Simha, Anaswara Rajan",6.4,5.9,6.15
DD Returns,Tamil,28/07/23,"Comedy, Horror",124,S. Prem Anand,"Santhanam, Surbhi, Redin Kingsley",6.2,6.6,6.4
Vaathi,Tamil,17/02/23,"Action, Drama",139,Venky Atluri,"Dhanush, Samyuktha Menon",7.3,6.8,7.05
Pathu Thala,Tamil,30/03/23,"Action, Crime, Drama",151,Obeli N. Krishna,"Silambarasan TR, Gautham Karthik, Priya Bhavani Shankar",6.7,6.9,6.8
Chandramukhi 2,Tamil,28/09/23,"Comedy, Drama, Horror",172,P. Vasu,"Raghava Lawrence, Kangana Ranaut, Vadivelu",2.6,2.9,2.75
Mark Antony,Tamil,15/09/23,"Action, Sci-Fi",150,Adhik Ravichandran,"Vishal, S. J. Suryah, Ritu Varma",6.6,6.6,6.6
Raid,Tamil,10/11/23,"Action, Thriller",125,Karthi,"Vikram Prabhu, Sri Divya",3.2,3.7,3.45
Bakasuran,Tamil,17/02/23,"Action, Drama, Thriller",155,Mohan G Kshatriyan,"Natarajan Subramaniam, Selvaraghavan",6.2,5.7,5.95
Ayodhi,Tamil,03/03/23,"Drama, Thriller",121,R. Manthira Moorthy,"M. Sasikumar, Yashpal Sharma, Preethi Asrani",8.2,7.8,8
Annapoorani,Tamil,01/12/23,Drama,146,Nilesh Krishnaa,"Nayanthara, Jai, Sathyaraj",3.8,4.2,4
Irugapatru,Tamil,06/10/23,"Drama, Romance",153,Yuvaraj Dhayalan,"Vikram Prabhu, Shraddha Srinath, Sri, Vidharth",8.1,8.2,8.15
Fight Club,Tamil,15/12/23,"Action, Drama, Thriller",135,Abbas A Rahmath,"Vijay Kumar, Kaarthekeyen Santhanam, Shankar Thas",5.5,5.4,5.45
Thunivu,Tamil,11/01/23,"Action, Thriller",146,H. Vinoth,"Ajith Kumar, Manju Warrier, Samuthirakani",6.1,6.3,6.2
Conjuring Kannappan,Tamil,08/12/23,"Comedy, Horror",140,Selvin Raj Xavier,"Sathish, Regina Cassandra, Anandraj",6,5.5,5.75
Kazhuvethi Moorkkan,Tamil,26/05/23,"Drama, Action",152,Sy Gauthamraj,"Arulnithi, Dushara Vijayan, Santhosh Prathap",5.7,5.4,5.55
Pichaikkaran 2,Tamil,19/05/23,"Action, Drama, Sci-Fi",148,Vijay Antony,"Vijay Antony, Kavya Thapar, Hareesh Peradi",5.7,5.4,5.55
Sila Nodigalil,Tamil,14/04/23,"Thriller, Drama",94,Vinay Bharadwaj,"Richard Rishi, Yashika Aannand, Punnagai Poo Gheetha",5,5,5
Saba Nayagan,Tamil,15/12/23,"Comedy, Romance",155,C.S. Karthikeyan,"Ashok Selvan, Megha Akash, Karthika Muralidharan",6.7,6.7,6.7
Run Baby Run,Tamil,03/02/23,"Thriller, Mystery",131,Jiyen Krishnakumar,"RJ Balaji, Aishwarya Rajesh, Radhika Sarathkumar",6.3,6.2,6.25
Ratham,Tamil,06/10/23,"Drama, Thriller",142,C.S. Amudhan,"Vijay Antony, Mahima Nambiar, Ramya Nambeesan",6.3,5.9,6.1
Bottle Radha,Tamil,28/07/23,Drama,149,Dhinil Babu,"Adarsh, Monisha Blessy, Master Rudran",7.5,7.3,7.4
